scheme_code,scheme_name,isin_growth,isin_reinvestment,plan,aum,ter_pct,ter_date,nsdl_scheme_code
152006,LIC MF Small Cap Fund-Regular Plan-IDCW,INF397L01JT9,INF397L01JU7,regular,64654000,2.7,2026-08-02,LICM/O/E/SCF/17/05/0017
150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,INF174V01BK7,,direct,6854726000,,,
150913,Mahindra Manulife Small Cap Fund - Direct Plan - IDCW,INF174V01BL5,INF174V01BM3,direct,50671000,,,
150912,Mahindra Manulife Small Cap Fund - Regular Plan - Growth,INF174V01BH3,,regular,38120549000,,,
150914,Mahindra Manulife Small Cap Fund - Regular Plan - IDCW,INF174V01BI1,INF174V01BJ9,regular,91142000,,,
153196,Mirae Asset Small Cap Fund - Direct Plan - Growth,INF769K01NJ4,,direct,7077543000,0.68,2026-08-02,MIRA/O/E/SCF/24/10/0075
153197,Mirae Asset Small Cap Fund - Direct Plan - IDCW,INF769K01NL0,INF769K01NK2,direct,38403000,0.68,2026-08-02,MIRA/O/E/SCF/24/10/0075
153198,Mirae Asset Small Cap Fund - Regular Plan - Growth,INF769K01NG0,,regular,35264794000,2.17,2026-08-02,MIRA/O/E/SCF/24/10/0075
153199,Mirae Asset Small Cap Fund - Regular Plan - IDCW,INF769K01NI6,INF769K01NH8,regular,75532000,2.17,2026-08-02,MIRA/O/E/SCF/24/10/0075
152237,Motilal Oswal Small Cap Fund - Direct - Growth,INF247L01BY3,,direct,28844989000,,,
152235,Motilal Oswal Small Cap Fund - Direct IDCW,INF247L01BZ0,INF247L01CA1,direct,139963000,,,
152232,Motilal Oswal Small Cap Fund - Regular - Growth,INF247L01BV9,,regular,34478981000,,,
152234,Motilal Oswal Small Cap Fund - Regular - IDCW,INF247L01BW7,INF247L01BX5,regular,121798000,,,
118775,NIPPON INDIA SMALL CAP FUND - Direct Plan - IDCW Option,INF204K01J91,INF204K01K07,direct,1939302000,,,
118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,INF204K01J83,,direct,37923000,,,
118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,INF204K01K15,,direct,229116152000,,,
113178,Nippon India Small Cap Fund - Growth Plan - Bonus Option,INF204K01HZ0,,unspecified,53573000,,,
113177,Nippon India Small Cap Fund - Growth Plan - Growth Option,INF204K01HY3,,unspecified,496388661000,,,
113179,NIPPON INDIA SMALL CAP FUND - IDCW Option,INF204K01IA1,INF204K01IB9,unspecified,4052533000,,,
149031,PGIM India Small Cap Fund - Direct Plan - IDCW Option,INF663L01W14,INF663L01W22,direct,8857000,0.94,2026-08-02,PGIM/O/E/SCF/21/06/0023
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,INF663L01W06,,direct,1506320000,0.94,2026-08-02,PGIM/O/E/SCF/21/06/0023
149020,PGIM India Small Cap Fund - Regular Plan - Growth Option,INF663L01W30,,regular,13904608000,2.39,2026-08-02,PGIM/O/E/SCF/21/06/0023
149032,PGIM India Small Cap Fund - Regular Plan - IDCW Option,INF663L01W48,INF663L01W55,regular,32462000,2.39,2026-08-02,PGIM/O/E/SCF/21/06/0023
100177,quant Small Cap Fund - Growth - Regular Plan,INF966L01AA0,,regular,80935703000,1.78,2026-08-02,QNTM/O/E/SCF/96/09/0001
120828,quant Small Cap Fund - Growth Option - Direct Plan,INF966L01689,,direct,225435001000,0.95,2026-08-02,QNTM/O/E/SCF/96/09/0001
120827,quant Small Cap Fund - IDCW Option - Direct Plan,INF966L01663,INF966L01671,direct,1983057000,0.95,2026-08-02,QNTM/O/E/SCF/96/09/0001
100176,quant Small Cap Fund - IDCW Option - Regular Plan,INF206A01022,INF966L01044,regular,399963000,1.78,2026-08-02,QNTM/O/E/SCF/96/09/0001
152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,INF082J01432,,direct,1381518000,,,
152108,QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION,INF082J01440,,regular,798127000,,,
153868,Samco Small Cap Fund - Direct Plan,INF0K1H01297,,direct,76011000,,,
153869,Samco Small Cap Fund - Regular Plan,INF0K1H01305,,regular,1371729000,,,
125497,SBI Small Cap Fund - Direct Plan - Growth,INF200K01T51,,direct,125281290000,,,
125496,SBI Small Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01T69,INF200K01T77,direct,1214322000,,,
125494,SBI Small Cap Fund - Regular Plan - Growth,INF200K01T28,,regular,243481709000,,,
125495,SBI Small Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01T36,INF200K01T44,regular,1187676000,,,
119589,Sundaram Small Cap Fund Direct Plan - Growth,INF903J01NK9,,direct,3345782000,,,
119588,Sundaram Small Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01NI3,INF903J01NJ1,direct,102954000,,,
100795,Sundaram Small Cap Fund Regular Plan - Growth,INF903J01470,,regular,31187053000,,,
100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01454,INF903J01462,regular,1325991000,,,
145209,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,,INF277K012O9,direct,335921000,,,
145210,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option,,INF277K016O0,regular,464836000,,,
145206,Tata Small Cap Fund-Direct Plan-Growth,INF277K011O1,,direct,39651335000,,,
145208,Tata Small Cap Fund-Regular Plan-Growth,INF277K015O2,,regular,74800837000,,,
145207,TATA SmallCap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option,INF277K013O7,,direct,,,,
145205,TATA SmallCap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,INF277K017O8,,regular,,,,
154269,The Wealth Company Small Cap Fund- Direct-Growth,INF2F0001537,,direct,25720000,2.26,2026-08-02,TWCF/O/E/SCF/25/12/0010
154270,The Wealth Company Small Cap Fund- Direct-IDCW,INF2F0001545,INF2F0001552,direct,456000,2.26,2026-08-02,TWCF/O/E/SCF/25/12/0010
154268,The Wealth Company Small Cap Fund- Regular-Growth,INF2F0001503,,regular,586994000,4.19,2026-08-02,TWCF/O/E/SCF/25/12/0010
154267,The Wealth Company Small Cap Fund- Regular-IDCW,INF2F0001511,INF2F0001529,regular,10746000,4.19,2026-08-02,TWCF/O/E/SCF/25/12/0010
152939,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,INF0GCD01800,,direct,9278998000,1.56,2026-08-02,TRUS/O/E/SCF/24/07/0011
152937,TRUSTMF SMALL CAP FUND -DIRECT PLAN-IDCW,INF0GCD01826,INF0GCD01818,direct,18038000,1.56,2026-08-02,TRUS/O/E/SCF/24/07/0011
152938,TRUSTMF SMALL CAP FUND -REGULAR PLAN- IDCW,INF0GCD01792,INF0GCD01784,regular,14996000,2.96,2026-08-02,TRUS/O/E/SCF/24/07/0011
152940,TRUSTMF SMALL CAP FUND -REGULAR PLAN-GROWTH,INF0GCD01776,,regular,8875141000,2.96,2026-08-02,TRUS/O/E/SCF/24/07/0011
129649,Union Small Cap Fund - Direct Plan - Growth Option,INF582M01BU9,,direct,1560897000,1.14,2026-08-02,UNIN/O/E/SCF/14/03/0005
129646,Union Small Cap Fund - Direct Plan - IDCW Option,INF582M01BW5,INF582M01BV7,direct,12195000,1.14,2026-08-02,UNIN/O/E/SCF/14/03/0005
129647,Union Small Cap Fund - Regular Plan - Growth Option,INF582M01BY1,,regular,18640480000,2.22,2026-08-02,UNIN/O/E/SCF/14/03/0005
129648,Union Small Cap Fund - Regular Plan - IDCW Option,INF582M01CA9,INF582M01BZ8,regular,52642000,2.22,2026-08-02,UNIN/O/E/SCF/14/03/0005
148618,UTI Small Cap Fund - Direct Plan - Growth Option,INF789F1AUQ1,,direct,5045120000,,,
148619,UTI Small Cap Fund - Direct Plan - IDCW (Payout),INF789F1AUR9,,direct,44176000,,,
148617,UTI Small Cap Fund - Regular Plan - Growth Option,INF789F1AUO6,,regular,43569165000,,,
148616,UTI Small Cap Fund - Regular Plan - IDCW (Payout),INF789F1AUP3,,regular,246411000,,,
119658,Aditya Birla Sun Life Value Fund - Direct - IDCW,INF209K01WP9,INF209K01WR5,direct,112866000,,,
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,INF209K01WQ7,,direct,7048471000,,,
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,,unspecified,56277880000,,,
108166,Aditya Birla Sun Life Value Fund - Regular - IDCW,INF209K01LE6,INF209K01LG1,regular,681127000,,,
149166,Axis Value Fund - Direct Plan - Growth,INF846K010C0,,direct,4329959000,,,
149168,Axis Value Fund - Direct Plan - IDCW,INF846K011C8,INF846K012C6,direct,28737000,,,
149167,Axis Value Fund - Regular Plan - Growth,INF846K013C4,,regular,11126109000,,,
149165,Axis Value Fund - Regular Plan - IDCW,INF846K014C2,INF846K015C9,regular,31105000,,,
118481,Bandhan Value Fund - Direct Plan - Growth,INF194K01Z85,,direct,11297416000,,,
118480,Bandhan Value Fund - Direct Plan - IDCW,INF194K01Z93,INF194K010A2,direct,105587000,,,
108909,Bandhan Value Fund - Regular Plan - Growth,INF194K01342,,regular,85487659000,,,
108908,Bandhan Value Fund - Regular Plan - IDCW,INF194K01359,INF194K01367,regular,1485038000,,,
151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,INF251K01SD5,,direct,199335000,,,
151756,Baroda BNP Paribas Value Fund - Direct Plan - IDCW option,INF251K01SE3,INF251K01SF0,direct,3040000,,,
151747,Baroda BNP Paribas Value Fund - Regular Plan - Growth option,INF251K01SA1,,regular,10159765000,,,
151754,Baroda BNP Paribas Value Fund - Regular Plan - IDCW option,INF251K01SB9,INF251K01SC7,regular,37264000,,,
149085,Canara Robeco Value Fund - Direct Plan - Growth Option,INF760K01JW4,,direct,1123536000,,,
149086,Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment),INF760K01JY0,INF760K01JX2,direct,16472000,,,
149088,Canara Robeco Value Fund - Regular Plan - Growth Option,INF760K01JZ7,,regular,11383863000,,,
149087,Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment),INF760K01KB6,INF760K01KA8,regular,65406000,,,
148595,DSP Value Fund - Direct Plan - Growth,INF740KA1PP3,,direct,5033679000,,,
148596,DSP Value Fund - Direct Plan - IDCW,INF740KA1PQ1,INF740KA1PR9,direct,30117000,,,
148594,DSP Value Fund - Regular Plan - Growth,INF740KA1PM0,,regular,12598225000,,,
148597,DSP Value Fund - Regular Plan - IDCW,INF740KA1PN8,INF740KA1PO6,regular,56989000,,,
118494,Templeton India Value Fund - Direct - Growth,INF090I01GY2,,direct,3352791000,,,
118493,Templeton India Value Fund - Direct - IDCW,INF090I01GW6,INF090I01GX4,direct,139325000,,,
100496,Templeton India Value Fund - Growth Plan,INF090I01296,,unspecified,16097048000,,,
100497,Templeton India Value Fund - IDCW,INF090I01270,INF090I01288,unspecified,1510309000,,,
118935,HDFC Value Fund - Growth Option - Direct Plan,INF179K01VC4,,direct,11567762000,,,
101764,HDFC Value Fund - Growth Plan,INF179K01426,,unspecified,57612467000,,,
118934,HDFC Value Fund - IDCW Option - Direct Plan,INF179K01VA8,INF179K01VB6,direct,244277000,,,
101765,HDFC Value Fund - IDCW Plan,INF179K01400,INF179K01418,unspecified,3871109000,,,
151113,HSBC Value Fund - Direct Growth,INF917K01HD4,,direct,30522471000,0.89,2026-08-02,LTMF/O/E/VAF/09/09/0016
151112,HSBC Value Fund - Direct IDCW,INF917K01HC6,INF917K01HB8,direct,270893000,0.89,2026-08-02,LTMF/O/E/VAF/09/09/0016
151110,HSBC Value Fund - Regular Growth,INF677K01023,,regular,112750891000,1.86,2026-08-02,LTMF/O/E/VAF/09/09/0016
151111,HSBC Value Fund - Regular IDCW,INF677K01213,INF677K01015,regular,3274471000,1.86,2026-08-02,LTMF/O/E/VAF/09/09/0016
120323,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,INF109K012K1,,direct,195158254000,,,
120322,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - IDCW,INF109K011K3,INF109K010K5,direct,1719556000,,,
102594,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Growth,INF109K01AF8,,unspecified,390081484000,,,
102595,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - IDCW,INF109K01EC7,INF109K01AD3,unspecified,7368156000,,,
148972,ITI Value Fund - Direct Plan - Growth Option,INF00XX01AQ6,,direct,99705000,1.51,2026-08-02,ITIM/O/E/VAF/21/02/0012
148970,ITI Value Fund - Direct Plan - IDCW Option,INF00XX01AR4,INF00XX01AS2,direct,1110000,1.51,2026-08-02,ITIM/O/E/VAF/21/02/0012
148973,ITI Value Fund - Regular Plan - Growth Option,INF00XX01AN3,,regular,3370914000,3.2,2026-08-02,ITIM/O/E/VAF/21/02/0012
148971,ITI Value Fund - Regular Plan - IDCW Option,INF00XX01AO1,INF00XX01AP8,regular,11528000,3.2,2026-08-02,ITIM/O/E/VAF/21/02/0012
120486,JM Value Fund (Direct) - Growth Option,INF192K01BT3,,direct,1376344000,1.59,2026-08-02,JMFI/O/E/VAF/97/03/0005
120485,JM Value Fund (Direct) - IDCW,INF192K01BR7,INF192K01BS5,direct,14818000,1.59,2026-08-02,JMFI/O/E/VAF/97/03/0005
100254,JM Value Fund (Regular) - Growth Option,INF137A01037,,regular,6163449000,2.75,2026-08-02,JMFI/O/E/VAF/97/03/0005
106168,JM Value Fund (Regular) - IDCW,INF137A01011,INF137A01029,regular,525537000,2.75,2026-08-02,JMFI/O/E/VAF/97/03/0005
152018,LIC MF Value Fund-Direct Plan-Growth,INF397L01KU5,,direct,81293000,1.84,2026-08-02,LICM/O/E/VAF/18/06/0020
152015,LIC MF Value Fund-Direct Plan-IDCW,INF397L01KR1,,direct,5118000,1.84,2026-08-02,LICM/O/E/VAF/18/06/0020
152016,LIC MF Value Fund-Regular Plan-Growth,INF397L01KQ3,,regular,2018784000,3.28,2026-08-02,LICM/O/E/VAF/18/06/0020
152017,LIC MF Value Fund-Regular Plan-IDCW,INF397L01KN0,,regular,22945000,3.28,2026-08-02,LICM/O/E/VAF/18/06/0020
153303,Mahindra Manulife Value Fund - Direct Plan - Growth,INF174V01CI9,,direct,280765000,,,
153305,Mahindra Manulife Value Fund - Direct Plan - IDCW,INF174V01CJ7,INF174V01CK5,direct,1626000,,,
153304,Mahindra Manulife Value Fund - Regular Plan - Growth,INF174V01CF5,,regular,7741829000,,,
153302,Mahindra Manulife Value Fund - Regular Plan - IDCW,INF174V01CH1,INF174V01CG3,regular,15657000,,,
118782,NIPPON INDIA VALUE FUND - DIRECT Plan - IDCW Option,INF204K01K23,INF204K01K31,direct,146405000,,,
118784,Nippon India Value Fund - Direct Plan Growth Plan,INF204K01K49,,direct,9251023000,,,
103086,NIPPON INDIA VALUE FUND - IDCW Option,INF204K01GC1,INF204K01GD9,unspecified,1865131000,,,
103085,Nippon India Value Fund- Growth Plan,INF204K01GB3,,unspecified,77003403000,,,
149335,Quant Value Fund - Growth Option  - Direct Plan,INF966L01AN3,,direct,4668931000,0.92,2026-08-02,QNTM/O/E/VAF/21/10/0014
149337,Quant Value Fund - Growth Option - Regular Plan,INF966L01AQ6,,regular,13117584000,2.47,2026-08-02,QNTM/O/E/VAF/21/10/0014
149338,Quant Value Fund - IDCW Option - Direct Plan,INF966L01AO1,INF966L01AP8,direct,27711000,0.92,2026-08-02,QNTM/O/E/VAF/21/10/0014
149336,Quant Value Fund - IDCW Option- Regular Plan,INF966L01AR4,INF966L01AS2,regular,24905000,2.47,2026-08-02,QNTM/O/E/VAF/21/10/0014
103490,Quantum Value Fund - Direct Plan Growth Option,INF082J01036,,direct,10095426000,,,
103491,Quantum Value Fund - Direct Plan IDCW,INF082J01044,INF082J01051,direct,520929000,,,
141068,Quantum Value Fund - Regular Plan Growth Option,INF082J01242,,regular,441897000,,,
141069,Quantum Value Fund - Regular Plan IDCW,INF082J01259,INF082J01267,regular,12309000,,,
119549,Sundaram Value Fund Direct Plan - Growth,INF903J01NN3,,direct,411724000,,,
119548,Sundaram Value Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01NL7,INF903J01NM5,direct,148094000,,,
101853,Sundaram Value Fund Regular Plan - Growth,INF903J01538,,regular,8867922000,,,
100614,Sundaram Value Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01512,INF903J01520,regular,3549121000,,,
112218,Tata Value Fund - Regular Plan - Payout of IDCW-Option A(5%),INF277K01DI1,INF277K01436,regular,1050191000,,,
101672,Tata Value Fund - Regular Plan -Growth Option,INF277K01451,,regular,60757264000,,,
119231,Tata Value Fund -Direct Plan Growth Option,INF277K01ND1,,direct,20660444000,,,
102428,Tata Value Fund Regular Plan - Payout of IDCW-Option B(10%),INF277K01DJ9,INF277K01444,regular,1764835000,,,
119233,Tata Value Fund- Direct Plan - Payout of IDCW -Option B(10%),INF277K01NB5,INF277K01NC3,direct,122271000,,,
119232,Tata Value Fund- Direct Plan -Payout of IDCW-Option A(5%),INF277K01MZ6,INF277K01NA7,direct,104806000,,,
145473,Union Value Fund - Direct Plan - Growth Option,INF582M01EK4,,direct,69739000,1.58,2026-08-02,UNIN/O/E/VAF/18/05/0009
145474,Union Value Fund - Direct Plan - IDCW Option,INF582M01EM0,INF582M01EL2,direct,2154000,1.58,2026-08-02,UNIN/O/E/VAF/18/05/0009
145471,Union Value Fund - Regular Plan - Growth Option,INF582M01EO6,,regular,3646875000,2.73,2026-08-02,UNIN/O/E/VAF/18/05/0009
145472,Union Value Fund - Regular Plan - IDCW Option,INF582M01EQ1,INF582M01EP3,regular,27965000,2.73,2026-08-02,UNIN/O/E/VAF/18/05/0009
120751,UTI Value Fund - Direct Plan - Growth Option,INF789F01VB2,,direct,8374858000,,,
120752,UTI Value Fund - Direct Plan - IDCW,INF789F01UZ3,INF789F01VA4,direct,507803000,,,
103098,UTI Value Fund - Regular Plan - Growth Option,INF789F01AG5,,regular,67815871000,,,
103097,UTI Value Fund - Regular Plan - IDCW,INF789F01AE0,INF789F01AF7,regular,16765356000,,,
120348,Invesco India Contra Fund - Direct Plan - Growth,INF205K01LE4,,direct,59840859000,0.77,2026-08-02,INVM/O/E/COF/06/11/0003
120349,Invesco India Contra Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01LC8,INF205K01LD6,direct,218521000,0.77,2026-08-02,INVM/O/E/COF/06/11/0003
105460,Invesco India Contra Fund - Regular Plan - Growth,INF205K01189,,regular,134067731000,1.86,2026-08-02,INVM/O/E/COF/06/11/0003
105459,Invesco India Contra Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01205,INF205K01197,regular,792364000,1.86,2026-08-02,INVM/O/E/COF/06/11/0003
120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,INF205K01NT8,,direct,3719871000,1.18,2026-08-02,INVM/O/E/ELS/06/11/0002
120417,Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW Payout,INF205K01NR2,INF205K01NS0,direct,80651000,1.18,2026-08-02,INVM/O/E/ELS/06/11/0002
104636,Invesco India ELSS Tax Saver Fund - Regular Plan - Growth,INF205K01270,,regular,20951599000,2.27,2026-08-02,INVM/O/E/ELS/06/11/0002
104635,Invesco India ELSS Tax Saver Fund - Regular Plan - IDCW Payout,INF205K01296,INF205K01288,regular,710534000,2.27,2026-08-02,INVM/O/E/ELS/06/11/0002
139781,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,INF174V01093,,direct,480069000,,,
139780,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,INF174V01085,,regular,331078000,,,
139782,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,INF174V01101,,direct,20100000,,,
139783,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,INF174V01077,,regular,7949548000,,,
149763,Invesco India Flexi Cap Fund - Direct Plan - Growth,INF205KA1494,,direct,8065871000,0.79,2026-08-02,INVM/O/E/FCF/21/09/0037
149765,Invesco India Flexi Cap Fund - Direct Plan - IDCW,INF205KA1486,INF205KA1502,direct,99724000,0.79,2026-08-02,INVM/O/E/FCF/21/09/0037
149766,Invesco India Flexi Cap Fund - Regular Plan - Growth,INF205KA1460,,regular,40734592000,2.02,2026-08-02,INVM/O/E/FCF/21/09/0037
149764,Invesco India Flexi Cap Fund - Regular Plan - IDCW,INF205KA1452,INF205KA1478,regular,141437000,2.02,2026-08-02,INVM/O/E/FCF/21/09/0037
149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,INF174V01AS2,,direct,804045000,,,
149103,Mahindra Manulife Flexi Cap Fund - Direct Plan -IDCW,INF174V01AU8,INF174V01AT0,direct,3920000,,,
149101,Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth,INF174V01AP8,,regular,14429130000,,,
149102,Mahindra Manulife Flexi Cap Fund - Regular Plan -IDCW,INF174V01AR4,INF174V01AQ6,regular,71666000,,,
148481,Invesco India Focused Fund - Direct Plan - Growth,INF205KA1213,,direct,10875999000,0.7,2026-08-02,INVM/O/E/FOC/20/07/0033
148482,Invesco India Focused Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205KA1205,INF205KA1221,direct,22411000,0.7,2026-08-02,INVM/O/E/FOC/20/07/0033
148483,Invesco India Focused Fund - Regular Plan - Growth,INF205KA1189,,regular,41181763000,1.94,2026-08-02,INVM/O/E/FOC/20/07/0033
148484,Invesco India Focused Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205KA1171,INF205KA1197,regular,174644000,1.94,2026-08-02,INVM/O/E/FOC/20/07/0033
148569,Mahindra Manulife Focused Fund - Direct Plan - IDCW,INF174V01AI3,INF174V01AH5,direct,8414000,,,
148567,Mahindra Manulife Focused Fund - Direct Plan -Growth,INF174V01AG7,,direct,4608057000,,,
148571,Mahindra Manulife Focused Fund - Regular Plan - Growth,INF174V01AD4,,regular,17085958000,,,
148566,Mahindra Manulife Focused Fund - Regular Plan - IDCW,INF174V01AF9,INF174V01AE2,regular,96689000,,,
120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,INF205K01MA0,,direct,23180603000,0.8,2026-08-02,INVM/O/E/LMF/07/04/0008
120356,Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01LY2,INF205K01LZ9,direct,117882000,0.8,2026-08-02,INVM/O/E/LMF/07/04/0008
106144,Invesco India Large & Mid Cap Fund - Regular Plan - Growth,INF205K01247,,regular,75995298000,1.89,2026-08-02,INVM/O/E/LMF/07/04/0008
106143,Invesco India Large & Mid Cap Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01262,INF205K01254,regular,1010111000,1.89,2026-08-02,INVM/O/E/LMF/07/04/0008
154433,TRUSTMF LARGE & MIDCAP FUND - DIRECT PLAN - GROWTH,INF0GCD01891,,direct,,4.11,2026-08-02,TRUS/O/E/LMF/26/05/0015
154434,TRUSTMF LARGE & MIDCAP FUND - REGULAR PLAN - GROWTH,INF0GCD01909,,regular,,5.83,2026-08-02,TRUS/O/E/LMF/26/05/0015
119133,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,INF666M01600,,direct,346352000,,,
116547,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option,INF666M01162,,regular,824283000,,,
119134,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01626,INF666M01618,direct,8450000,,,
140814,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CQ6,INF666M01CR4,direct,2624000,,,
140809,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CM5,INF666M01CN3,direct,3794000,,,
140811,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CO1,INF666M01CP8,direct,982000,,,
116548,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01188,INF666M01170,regular,94915000,,,
140813,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CW4,INF666M01CX2,regular,870000,,,
140810,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CS2,INF666M01CT0,regular,4243000,,,
140812,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CU8,INF666M01CV6,regular,511000,,,
120392,Invesco India Largecap Fund - Direct Plan - Growth,INF205K01LB0,,direct,3130063000,0.93,2026-08-02,INVM/O/E/LCF/09/06/0015
120393,Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01KZ1,INF205K01LA2,direct,27900000,0.93,2026-08-02,INVM/O/E/LCF/09/06/0015
112098,Invesco India Largecap Fund - Regular Plan - Growth,INF205K01304,,regular,14153547000,2.2,2026-08-02,INVM/O/E/LCF/09/06/0015
112099,Invesco India Largecap Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01320,INF205K01312,regular,109846000,2.2,2026-08-02,INVM/O/E/LCF/09/06/0015
146550,Mahindra Manulife Large Cap Fund - Direct Plan - IDCW,INF174V01747,INF174V01739,direct,4541000,,,
146549,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,INF174V01721,,direct,281582000,,,
146551,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,INF174V01697,,regular,6633176000,,,
146548,Mahindra Manulife Large Cap Fund - Regular Plan - IDCW,INF174V01713,INF174V01705,regular,35211000,,,
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,INF205K01MV6,,direct,39070931000,0.77,2026-08-02,INVM/O/E/MIF/07/01/0006
120402,Invesco India Midcap Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01MT0,INF205K01MU8,direct,222438000,0.77,2026-08-02,INVM/O/E/MIF/07/01/0006
105503,Invesco India Midcap Fund - Regular Plan - Growth Option,INF205K01BC9,,regular,81908812000,1.89,2026-08-02,INVM/O/E/MIF/07/01/0006
105504,Invesco India Midcap Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01BD7,INF205K01BE5,regular,401045000,1.89,2026-08-02,INVM/O/E/MIF/07/01/0006
153034,Groww Multicap Fund - Direct - Growth,INF666M01JD9,,direct,815376000,,,
153098,Groww Multicap Fund - Direct - IDCW,INF666M01JE7,INF666M01JF4,direct,3103000,,,
153100,Groww Multicap Fund - Regular - Growth,INF666M01JG2,,regular,4593413000,,,
153099,Groww Multicap Fund - Regular - IDCW,INF666M01JH0,INF666M01JI8,regular,6822000,,,
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,INF205K01MS2,,direct,3089848000,0.91,2026-08-02,INVM/O/E/MCF/07/09/0012
120412,Invesco India Multicap Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01MQ6,INF205K01MR4,direct,54952000,0.91,2026-08-02,INVM/O/E/MCF/07/09/0012
107353,Invesco India Multicap Fund - Regular Plan - Growth Option,INF205K01DN2,,regular,37040575000,2.07,2026-08-02,INVM/O/E/MCF/07/09/0012
