scheme_code,scheme_name,isin_growth,isin_reinvestment,plan,aum,ter_pct,ter_date,nsdl_scheme_code
119236,DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly,INF740K01QH2,INF740K01QJ8,direct,1236000,,,
119237,DSP Strategic Bond Fund - Direct Plan - IDCW - Weekly,INF740KA1OY8,INF740KA1OZ5,direct,,,,
105669,DSP Strategic Bond Fund - Regular Plan - Growth,INF740K01GK7,,regular,3225803000,,,
105668,DSP Strategic Bond Fund - Regular Plan - IDCW,INF740K01GO9,INF740K01GN1,regular,63841000,,,
111786,DSP Strategic Bond Fund - Regular Plan - IDCW - Daily,,INF740KA1PA5,regular,705000,,,
105667,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly,INF740K01GM3,INF740K01GL5,regular,1754000,,,
105878,DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly,INF740K01GQ4,INF740K01GP6,regular,117000,,,
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,INF090I01HB8,,direct,,,,
118496,Franklin India Dynamic Accrual Fund - Direct - IDCW,INF090I01GZ9,INF090I01HA0,direct,,,,
100498,Franklin India Dynamic Accrual Fund - IDCW,INF090I01BN6,INF090I01BO4,unspecified,,,,
148308,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Growth Plan,INF090I01WD3,,direct,,,,
148307,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,INF090I01WB7,,unspecified,,,,
147982,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,INF090I01TS7,,direct,,,,
147984,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,INF090I01TT5,,direct,,,,
147983,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,INF090I01TQ1,,unspecified,,,,
147981,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,INF090I01TR9,,unspecified,,,,
147985,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,INF090I01TU3,,unspecified,,,,
147988,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Plan,INF090I01TX7,,direct,,,,
147987,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,INF090I01TV1,,unspecified,,,,
148309,Franklin India Dynamic Accrual Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,INF090I01WA9,,unspecified,,,,
100499,Franklin India Dynamic Accrual Fund-Growth,INF090I01BP1,,unspecified,,,,
147986,Franklin India Dynamic Accrual Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,INF090I01TW9,,direct,,,,
148310,Franklin India Dynamic Accrual Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,INF090I01WC5,,direct,,,,
145589,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,INF666M01EK5,,direct,364235000,,,
145590,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Regular Plan - Growth option,INF666M01ES8,,regular,11370000,,,
145596,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),,INF666M01EL3,direct,13000,,,
145595,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01EO7,INF666M01EP4,direct,52000,,,
145591,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01EQ2,INF666M01ER0,direct,10000,,,
145597,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01EM1,INF666M01EN9,direct,10000,,,
145593,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),,INF666M01ET6,regular,148000,,,
145598,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01EW0,INF666M01EX8,regular,32000,,,
145592,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01EY6,INF666M01EZ3,regular,56000,,,
145594,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01EU4,INF666M01EV2,regular,208000,,,
101872,HDFC Dynamic Debt Fund - Growth Option,INF179K01848,,unspecified,3200131000,,,
119075,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,INF179K01WB4,,direct,2335809000,,,
119072,HDFC Dynamic Debt Fund - Half Yearly IDCW - Direct Plan,INF179K01WC2,INF179K01WD0,direct,2347000,,,
101874,HDFC Dynamic Debt Fund - Half Yearly IDCW Option,INF179K01855,INF179K01863,unspecified,8036000,,,
133369,HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan,INF179KA1Q95,,direct,3696000,,,
133370,HDFC Dynamic Debt Fund - Normal IDCW Option,INF179KA1R11,,unspecified,5669000,,,
119073,HDFC Dynamic Debt Fund - Quarterly IDCW - Direct Plan,INF179K01WE8,INF179K01WF5,direct,12154000,,,
101873,HDFC Dynamic Debt Fund - Quarterly IDCW Option,INF179K01871,INF179K01889,unspecified,49733000,,,
119074,HDFC Dynamic Debt Fund - Yearly IDCW - Direct Plan,INF179K01WG3,INF179K01WH1,direct,4350000,,,
101875,HDFC Dynamic Debt Fund - Yearly IDCW Option,INF179K01921,INF179K01939,unspecified,7253000,,,
113218,ICICI Prudential All Seasons Bond Fund - Annual IDCW,INF109K01GO7,INF109K01GP4,unspecified,43426000,,,
130937,ICICI Prudential All Seasons Bond Fund - Bonus,INF109KA1H36,,unspecified,,,,
120601,ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW,INF109K012E4,INF109K013E2,direct,16181000,,,
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,INF109K016E5,,direct,84791186000,,,
120600,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW,INF109K014E0,INF109K015E7,direct,103142000,,,
120602,ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW,INF109K017E3,INF109K018E1,direct,94903000,,,
120604,ICICI Prudential All Seasons Bond Fund - Direct Plan - Weekly IDCW,INF109K019E9,INF109K010F5,direct,27629000,,,
130938,ICICI Prudential All Seasons Bond Fund - Direct Plan Bonus,INF109KA1H28,,direct,,,,
112096,ICICI Prudential All Seasons Bond Fund - Growth,INF109K01GN9,,unspecified,52261572000,,,
112097,ICICI Prudential All Seasons Bond Fund - IDCW,INF109K01GK5,INF109K01GL3,unspecified,92234000,,,
112094,ICICI Prudential All Seasons Bond Fund - Premium Growth Option,INF109K01GM1,,unspecified,,,,
113403,ICICI Prudential All Seasons Bond Fund - Quarterly IDCW,INF109K01GE8,INF109K01GF5,unspecified,24086000,,,
101351,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,INF109K01FD2,INF109K01704,unspecified,25953000,,,
113220,ICICI Prudential All Seasons Bond Fund Retail - Annual Dividend,INF109K01GI9,INF109K01GJ7,unspecified,,,,
101350,ICICI Prudential All Seasons Bond Fund Retail - Cumulative,INF109K01712,,unspecified,,,,
113417,ICICI Prudential All Seasons Bond Fund Retail - Quarterly Dividend,INF109K01GG3,INF109K01GH1,unspecified,,,,
120432,JM Dynamic Bond Fund (Direct) - Daily IDCW,,INF192K01CZ8,direct,175000,0.43,2026-08-02,JMFI/O/D/DBF/03/04/0006
120434,JM Dynamic Bond Fund (Direct) - IDCW,INF192K01DB7,INF192K01DC5,direct,261000,0.43,2026-08-02,JMFI/O/D/DBF/03/04/0006
133414,JM Dynamic Bond Fund (Direct) - Monthly IDCW,INF192K01IL5,INF192K01IM3,direct,85000,0.43,2026-08-02,JMFI/O/D/DBF/03/04/0006
120433,JM Dynamic Bond Fund (Direct) - Weekly IDCW,,INF192K01DA9,direct,10000,0.43,2026-08-02,JMFI/O/D/DBF/03/04/0006
122323,JM Dynamic Bond Fund (Regular) - Bonus Option - Principal Units,INF192K01EX9,,regular,,,,
105639,JM Dynamic Bond Fund (Regular) - Daily IDCW,,INF192K01668,regular,201000,0.97,2026-08-02,JMFI/O/D/DBF/03/04/0006
101806,JM Dynamic Bond Fund (Regular) - Growth Option,INF192K01700,,regular,68063000,0.97,2026-08-02,JMFI/O/D/DBF/03/04/0006
133389,JM Dynamic Bond Fund (Regular) - Half Yearly Bonus Option - Principal Units,INF192K01IN1,,regular,,,,
101805,JM Dynamic Bond Fund (Regular) - IDCW,INF192K01684,INF192K01692,regular,1001000,0.97,2026-08-02,JMFI/O/D/DBF/03/04/0006
133390,JM Dynamic Bond Fund (Regular) - Monthly IDCW,INF192K01IJ9,INF192K01IK7,regular,493000,0.97,2026-08-02,JMFI/O/D/DBF/03/04/0006
105637,JM Dynamic Bond Fund (Regular) - Weekly IDCW,,INF192K01676,regular,18000,0.97,2026-08-02,JMFI/O/D/DBF/03/04/0006
101807,JM Dynamic Bond Fund (Regular)- Premium Plan IDCW,INF192K01734,INF192K01742,regular,,,,
122315,JM Dynamic Bond Fund - (Direct) - Bonus Option-Principal Units,INF192K01EZ4,,direct,,,,
120435,JM Dynamic Bond Fund - (Direct) - Growth Option,INF192K01DD3,,direct,462428000,0.43,2026-08-02,JMFI/O/D/DBF/03/04/0006
133388,JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units,INF192K01IP6,,direct,,,,
105638,JM Dynamic Bond Fund - Premium Plan - Daily Dividend Option,,INF192K01718,unspecified,,,,
101808,JM Dynamic Bond Fund - Premium Plan - Growth Option,INF192K01759,,unspecified,,,,
119753,Kotak Dynamic Bond Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,INF174K01JX6,,direct,29280000,,,
119755,Kotak Dynamic Bond Fund - Growth - Direct,INF174K01JU2,,direct,13055994000,,,
117998,Kotak Dynamic Bond Fund Regular Plan - Standard Income Distribution cum capital withdrawal option,INF174K01IY6,INF174K01IZ3,regular,87787000,,,
108511,Kotak Dynamic Bond Fund Regular Plan Growth,INF174K01FA2,,regular,10920886000,,,
144403,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,INF174V01580,,direct,86541000,,,
144406,Mahindra Manulife Dynamic Bond Fund - Direct Plan - IDCW,INF174V01606,INF174V01598,direct,154000,,,
144404,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Quarterly IDCW,INF174V01622,INF174V01614,direct,32000,,,
144401,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth,INF174V01531,,regular,503581000,,,
144405,Mahindra Manulife Dynamic Bond Fund - Regular Plan - IDCW,INF174V01556,INF174V01549,regular,275000,,,
144402,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Quarterly IDCW,INF174V01572,INF174V01564,regular,643000,,,
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,INF769K01DR8,,direct,840099000,0.16,2026-08-02,MIRA/O/D/DBF/17/01/0008
140770,Mirae Asset Dynamic Bond Fund Direct IDCW,INF769K01DS6,INF769K01DT4,direct,7294000,0.16,2026-08-02,MIRA/O/D/DBF/17/01/0008
140772,Mirae Asset Dynamic Bond Fund Regular IDCW,INF769K01DP2,INF769K01DQ0,regular,7982000,0.99,2026-08-02,MIRA/O/D/DBF/17/01/0008
140771,Mirae Asset Dynamic Bond Fund-Regular Plan Growth,INF769K01DO5,,regular,306756000,0.99,2026-08-02,MIRA/O/D/DBF/17/01/0008
118750,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - IDCW Option,INF204K01A33,INF204K01A41,direct,5741000,,,
118749,NIPPON INDIA DYNAMIC BOND FUND - Direct Plan - QUARTERLY IDCW Option,INF204K01A58,INF204K01A66,direct,2000000,,,
118747,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,INF204K01A25,,direct,26133878000,,,
102851,NIPPON INDIA DYNAMIC BOND FUND - IDCW Option,INF204K01FJ8,INF204K01FK6,unspecified,84739000,,,
117974,NIPPON INDIA DYNAMIC BOND FUND - QUARTERLY IDCW Option,INF204K01XB8,INF204K01XC6,unspecified,116755000,,,
102849,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,INF204K01FI0,,unspecified,13027555000,,,
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,INF663L01AD7,,direct,121262000,0.49,2026-08-02,PGIM/O/D/DBF/11/10/0012
120085,PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,INF663L01AF2,INF663L01AE5,direct,,0.49,2026-08-02,PGIM/O/D/DBF/11/10/0012
120086,PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,INF663L01AI6,INF663L01AH8,direct,1017000,0.49,2026-08-02,PGIM/O/D/DBF/11/10/0012
116483,PGIM India Dynamic Bond Fund - Dividend Option - Monthly,INF663L01492,INF663L01500,unspecified,,1.68,2026-08-02,PGIM/O/D/DBF/11/10/0012
116484,PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,INF663L01526,INF663L01534,unspecified,1444000,1.68,2026-08-02,PGIM/O/D/DBF/11/10/0012
116485,PGIM India Dynamic Bond Fund - Growth Option,INF663L01484,,unspecified,708801000,1.68,2026-08-02,PGIM/O/D/DBF/11/10/0012
122260,PGIM India Dynamic Bond Fund-Bonus Option,INF663L01BF0,,unspecified,,1.68,2026-08-02,PGIM/O/D/DBF/11/10/0012
134494,Quantum Dynamic Term Fund - Direct Plan Growth Option,INF082J01176,,direct,819009000,,,
134493,Quantum Dynamic Term Fund - Direct Plan Monthly IDCW,INF082J01184,INF082J01192,direct,1731000,,,
141061,Quantum Dynamic Term Fund - Regular Plan Growth Option,INF082J01218,,regular,41787000,,,
141060,Quantum Dynamic Term Fund - Regular Plan Monthly IDCW,INF082J01226,INF082J01234,regular,687000,,,
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,INF200K01RD4,,direct,13525754000,,,
119670,SBI Dynamic Bond Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RB8,INF200K01RC6,direct,40953000,,,
102205,SBI Dynamic Bond Fund - REGULAR PLAN - Growth,INF200K01958,,regular,24322112000,,,
102206,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01966,INF200K01974,regular,212794000,,,
119097,Tata Dynamic Bond Fund- Direct Plan-Growth Option,INF277K01MV5,,direct,,,,
101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option,INF277K01360,,regular,,,,
101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,INF277K01DE0,INF277K01352,regular,,,,
119098,Tata Dynamic Bond- Direct Plan - Payout of IDCW Option,INF277K01MT9,INF277K01MU7,direct,,,,
119311,Union Dynamic Bond Fund - Direct Plan - Growth Option,INF582M01799,,direct,195605000,1.25,2026-08-02,UNIN/O/D/DBF/12/01/0004
119310,Union Dynamic Bond Fund - Direct Plan - IDCW Option,INF582M01815,INF582M01807,direct,176000,1.25,2026-08-02,UNIN/O/D/DBF/12/01/0004
116555,Union Dynamic Bond Fund - Growth Option,INF582M01336,,unspecified,647398000,1.54,2026-08-02,UNIN/O/D/DBF/12/01/0004
116556,Union Dynamic Bond Fund - IDCW Option,INF582M01351,INF582M01344,unspecified,6331000,1.54,2026-08-02,UNIN/O/D/DBF/12/01/0004
148118,UTI - Dynamic Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,INF789F1APX7,,direct,,,,
148117,UTI - Dynamic Bond Fund (Segregated - 17022020) - Regular Plan - Growth Option,INF789F1APO6,,regular,,,,
148125,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,INF789F1AQC9,INF789F1AQD7,direct,,,,
148124,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,INF789F1AQE5,INF789F1AQF2,direct,,,,
148120,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,INF789F1AQA3,INF789F1AQB1,direct,,,,
148121,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,INF789F1APY5,INF789F1APZ2,direct,,,,
148122,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,INF789F1APT5,INF789F1APU3,regular,,,,
148123,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW,INF789F1APV1,INF789F1APW9,regular,,,,
148119,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW,INF789F1APR9,INF789F1APS7,regular,,,,
148126,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW,INF789F1APP3,INF789F1APQ1,regular,,,,
135536,UTI Dynamic Bond Fund - Direct Plan - Annual IDCW,INF789FA1S65,INF789FA1S73,direct,1581000,,,
133180,UTI Dynamic Bond Fund - Direct Plan - Flexi IDCW,INF789FA1S81,INF789FA1S99,direct,2445000,,,
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option,INF789F01XD4,,direct,1406663000,,,
134788,UTI Dynamic Bond Fund - Direct Plan - Half-Yearly IDCW,INF789FA1S40,INF789FA1S57,direct,2213000,,,
120763,UTI Dynamic Bond Fund - Direct Plan - Quarterly IDCW,INF789F01XB8,INF789F01XC6,direct,12136000,,,
133852,UTI Dynamic Bond Fund - Regular Plan - Annual IDCW,INF789FA1S08,INF789FA1S16,regular,3656000,,,
135336,UTI Dynamic Bond Fund - Regular Plan - Flexi IDCW,INF789FA1S24,INF789FA1S32,regular,1694000,,,
113077,UTI Dynamic Bond Fund - Regular Plan - Growth Option,INF789F01JQ5,,regular,2680676000,,,
139181,UTI Dynamic Bond Fund - Regular Plan - Half-Yearly IDCW,INF789FA1R82,INF789FA1R90,regular,1002000,,,
113078,UTI Dynamic Bond Fund - Regular Plan - Quarterly IDCW,INF789F01JO0,INF789F01JP7,regular,39058000,,,
122645,Aditya Birla Sun Life Floating Rate Fund-Direct - daily IDCW,INF209K01UW9,,direct,2258000,,,
122648,Aditya Birla Sun Life Floating Rate Fund-Direct - weekly IDCW,INF209K01UY5,,direct,2491000,,,
122646,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth,INF209K01UX7,,direct,122681522000,,,
122643,Aditya Birla Sun Life Floating Rate Fund-Regular - DAILY IDCW,,INF209KA1LN1,regular,16365000,,,
122647,Aditya Birla Sun Life Floating Rate Fund-REGULAR - WEEKLY IDCW,,INF209K01MH7,regular,6896000,,,
122644,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth,INF209K01MG9,,regular,12079413000,,,
149055,Axis Floater Fund - Direct Plan - Annual IDCW,INF846K016A1,INF846K015A3,direct,75000,,,
149050,Axis Floater Fund - Direct Plan - Daily IDCW,,INF846K011B0,direct,305000,,,
149049,Axis Floater Fund - Direct Plan - Growth,INF846K014A6,,direct,1084328000,,,
149051,Axis Floater Fund - Direct Plan - Monthly IDCW,INF846K018A7,INF846K017A9,direct,1030000,,,
149052,Axis Floater Fund - Direct Plan - Quarterly IDCW,INF846K019A5,INF846K010B2,direct,377000,,,
149047,Axis Floater Fund - Regular Plan - Annual IDCW,INF846K014B4,INF846K013B6,regular,1553000,,,
149054,Axis Floater Fund - Regular Plan - Daily IDCW,,INF846K019B3,regular,1366000,,,
149048,Axis Floater Fund - Regular Plan - Growth,INF846K012B8,,regular,365357000,,,
149053,Axis Floater Fund - Regular Plan - Monthly IDCW,INF846K016B9,INF846K015B1,regular,736000,,,
149046,Axis Floater Fund - Regular Plan - Quarterly IDCW,INF846K018B5,INF846K017B7,regular,1256000,,,
148714,BANDHAN FLOATER FUND  - DIRECT PLAN DAILY IDCW,,INF194KB1BB3,direct,60000,,,
148711,BANDHAN FLOATER FUND  - DIRECT PLAN GROWTH,INF194KB1BA5,,direct,1169391000,,,
148713,BANDHAN FLOATER FUND  - DIRECT PLAN MONTHLY IDCW,INF194KB1BD9,INF194KB1BE7,direct,141000,,,
148715,BANDHAN FLOATER FUND  - DIRECT PLAN PERIODIC IDCW,INF194KB1BH0,INF194KB1BI8,direct,6189000,,,
148712,BANDHAN FLOATER FUND  - DIRECT PLAN QUARTERLY IDCW,INF194KB1BF4,INF194KB1BG2,direct,1000,,,
148716,BANDHAN FLOATER FUND  - DIRECT PLAN WEEKLY IDCW,,INF194KB1BC1,direct,55000,,,
148718,BANDHAN FLOATER FUND  - REGULAR PLAN ANNUAL IDCW,INF194KB1AY7,INF194KB1AZ4,regular,752000,,,
148710,BANDHAN FLOATER FUND  - REGULAR PLAN DAILY IDCW,,INF194KB1AQ3,regular,42000,,,
148705,BANDHAN FLOATER FUND  - REGULAR PLAN GROWTH,INF194KB1AP5,,regular,1116359000,,,
148707,BANDHAN FLOATER FUND  - REGULAR PLAN MONTHLY IDCW,INF194KB1AS9,INF194KB1AT7,regular,208000,,,
148709,BANDHAN FLOATER FUND  - REGULAR PLAN PERIODIC IDCW,INF194KB1AW1,INF194KB1AX9,regular,197000,,,
148706,BANDHAN FLOATER FUND  - REGULAR PLAN QUARTERLY IDCW,INF194KB1AU5,INF194KB1AV3,regular,78000,,,
148708,BANDHAN FLOATER FUND  - REGULAR PLAN WEEKLY IDCW,,INF194KB1AR1,regular,173000,,,
148717,BANDHAN FLOATER FUND- DIRECT PLAN ANNUAL IDCW,INF194KB1BJ6,INF194KB1BK4,direct,35000,,,
148771,DSP Floater Fund - Direct Plan - Growth,INF740KA1PV1,,direct,2383706000,,,
148769,DSP Floater Fund - Direct Plan - IDCW,INF740KA1PW9,INF740KA1PX7,direct,2007000,,,
148768,DSP Floater Fund - Regular Plan - Growth,INF740KA1PS7,,regular,920202000,,,
148770,DSP Floater Fund - Regular Plan - IDCW,INF740KA1PT5,INF740KA1PU3,regular,5038000,,,
118508,Franklin India Floating Rate Fund - Direct - Growth,INF090I01LK1,,direct,626889000,,,
118507,Franklin India Floating Rate Fund - Direct - IDCW,INF090I01LL9,,direct,2628000,,,
101048,Franklin India Floating Rate Fund - Growth Plan,INF090I01LM7,,unspecified,2310898000,,,
101044,Franklin India Floating Rate Fund - IDCW,INF090I01LN5,,unspecified,7504000,,,
106838,HDFC Floating Rate Debt Fund - Daily IDCW Option,,INF179K01699,unspecified,254443000,,,
118959,HDFC Floating Rate Debt Fund - Direct Plan - Daily IDCW,,INF179KC1IU6,direct,144547000,,,
118961,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,INF179K01VQ4,,direct,141469098000,,,
118960,HDFC Floating Rate Debt Fund - Direct Plan - Monthly IDCW,INF179K01VO9,INF179K01VP6,direct,41198000,,,
118962,HDFC Floating Rate Debt Fund - Direct Plan - Weekly IDCW,INF179KC1IW2,,direct,88637000,,,
106841,HDFC Floating Rate Debt Fund - Growth Option,INF179K01707,,unspecified,22314359000,,,
106839,HDFC Floating Rate Debt Fund - Monthly IDCW Option,INF179K01715,INF179K01723,unspecified,40617000,,,
106840,HDFC Floating Rate Debt Fund - Weekly IDCW Option,INF179K01731,INF179KC1IV4,unspecified,96198000,,,
130899,ICICI Prudential Floating Interest Fund - Bonus,INF109KA1I43,,unspecified,,,,
101804,ICICI Prudential Floating Interest Fund - Daily IDCW,INF109K01AW3,,unspecified,83394000,,,
120423,ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW,,INF109K01P24,direct,15091000,,,
120427,ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly IDCW,INF109K01P40,,direct,,,,
120425,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,INF109K01P57,,direct,32129040000,,,
120426,ICICI Prudential Floating Interest Fund - Direct Plan - IDCW Others,INF109K01P65,INF109K01P32,direct,7125000,,,
122607,ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW,INF109K018Z6,INF109K017Z8,direct,,,,
125216,ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly IDCW,INF109KA1012,INF109K019Z4,direct,,,,
120424,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW,INF109K01P73,INF109K01P81,direct,23333000,,,
101803,ICICI Prudential Floating Interest Fund - Fortnightly IDCW,INF109K01AZ6,,unspecified,,,,
101802,ICICI Prudential Floating Interest Fund - Growth,INF109K01AX1,,unspecified,43303204000,,,
115510,ICICI Prudential Floating Interest Fund - IDCW Others,INF109K01WQ9,INF109K01WP1,unspecified,7249000,,,
122606,ICICI Prudential Floating Interest Fund - Monthly IDCW,INF109KA1038,INF109KA1020,unspecified,,,,
122891,ICICI Prudential Floating Interest Fund - Quarterly IDCW,INF109KA1053,INF109KA1046,unspecified,,,,
111545,ICICI Prudential Floating Interest Fund - Weekly IDCW,INF109K01EN4,INF109K01AY9,unspecified,264702000,,,
101800,ICICI Prudential Floating Interest Fund Plan A - Dividend Daily,INF109K01928,,unspecified,,,,
101796,ICICI Prudential Floating Interest Fund Plan A - Fortnightly Dividend,INF109K01910,,unspecified,,,,
101795,ICICI Prudential Floating Interest Fund Plan A - Growth,INF109K01936,,unspecified,,,,
111544,ICICI Prudential Floating Interest Fund Plan A - Weekly Dividend Option,INF109K01EK0,INF109K01944,unspecified,,,,
101799,ICICI Prudential Floating Interest Fund Plan B - Dividend Daily,INF109K01951,,unspecified,,,,
101794,ICICI Prudential Floating Interest Fund Plan B - Fortnightly Dividend,INF109K01969,,unspecified,,,,
101793,ICICI Prudential Floating Interest Fund Plan B - Growth,INF109K01977,,unspecified,,,,
111543,ICICI Prudential Floating Interest Fund Plan B - Weekly Dividend Option,INF109K01EL8,INF109K01985,unspecified,,,,
101801,ICICI Prudential Floating Interest Fund Plan C - Dividend Daily,INF109K01AA9,,unspecified,,,,
101798,ICICI Prudential Floating Interest Fund Plan C - Fortnightly Dividend,INF109K01993,,unspecified,,,,
101797,ICICI Prudential Savings Fund Plan C - Growth,INF109K01AB7,,unspecified,,,,
111546,ICICI Prudential Savings Fund Plan C - Weekly Dividend Option,INF109K01EM6,INF109K01AC5,unspecified,,,,
147269,KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,INF174KA1EC0,,direct,26515123000,,,
147267,KOTAK FLOATING RATE FUND-DIRECT PLAN-Standard Reinvestment of Income Distribution cum capital withdrawal option,,INF174KA1EF3,direct,16724000,,,
147266,KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,INF174KA1DY6,,regular,6234025000,,,
147265,KOTAK FLOATING RATE FUND-REGULAR PLAN-STANDARD Reinvestment of Income Distribution cum capital withdrawal option,,INF174KA1EB2,regular,4346000,,,
118660,NIPPON INDIA FLOATER  FUND - DIRECT Plan - WEEKLY IDCW Option,INF204K01D14,INF204K01E13,direct,5985000,,,
118656,Nippon India Floater Fund  - Direct Plan Growth Plan - Growth Option,INF204K01E05,,direct,68827054000,,,
